amount,location,device,time,is_fraud
129.24,Paris,Mobile,4,0
52.21,Sydney,Desktop,18,0
91.2,London,Mobile,0,0
54.7,New York,Unknown,18,0
112.27,Tokyo,Tablet,22,0
73.04,New York,Mobile,8,0
5.36,Toronto,Tablet,7,0
20.7,Paris,Desktop,3,0
11.68,London,Desktop,8,0
134.3,Paris,Desktop,1,0
25.44,Sydney,Mobile,16,0
129.07,Toronto,Mobile,7,0
7.42,Dubai,Unknown,3,0
88.99,New York,Unknown,0,0
20.67,Toronto,Tablet,8,0
60.8,Toronto,Desktop,11,0
162.69,Tokyo,Tablet,4,0
25.9,Toronto,Tablet,10,0
63.69,New York,Mobile,17,0
55.76,Mumbai,Desktop,7,0
185.11,Dubai,Tablet,21,0
49.35,Sydney,Unknown,18,0
76.82,Toronto,Unknown,5,0
146.71,Dubai,Desktop,19,0
14.29,Tokyo,Desktop,23,0
51.18,Tokyo,Tablet,4,0
500.31,Paris,Desktop,4,1
13.36,Sydney,Mobile,1,0
8.59,Dubai,Tablet,1,0
619.37,London,Desktop,2,0
47.28,London,Tablet,7,0
121.49,Sydney,Unknown,1,0
93.09,New York,Unknown,6,1
4.9,Paris,Desktop,5,0
27.25,London,Tablet,19,0
4.12,Paris,Tablet,3,0
8.61,Dubai,Desktop,8,0
1658.44,Mumbai,Unknown,17,1
5.1,Mumbai,Mobile,21,0
18.6,New York,Unknown,5,0
54.4,Tokyo,Mobile,17,0
30.9,Tokyo,Unknown,16,0
35.95,Paris,Mobile,15,0
14.49,Sydney,Mobile,19,0
31.77,Mumbai,Desktop,19,0
19.33,Toronto,Tablet,2,0
50.64,Mumbai,Desktop,15,0
7.7,Sydney,Tablet,8,0
1503.53,Tokyo,Unknown,17,1
25.72,New York,Tablet,16,0
124.6,Sydney,Mobile,19,0
142.81,Mumbai,Tablet,5,0
1189.99,Sydney,Unknown,19,1
17.27,Paris,Unknown,12,0
24.9,Tokyo,Mobile,1,0
12.32,New York,Mobile,21,0
574.36,London,Unknown,3,1
29.21,London,Mobile,15,0
166.67,Dubai,Mobile,0,0
16.92,London,Tablet,15,0
24.46,Tokyo,Desktop,14,0
25.89,Tokyo,Tablet,19,0
17.26,Paris,Desktop,20,0
44.86,Paris,Desktop,23,0
5.16,Dubai,Tablet,3,0
29.59,New York,Unknown,16,0
6.71,New York,Mobile,20,0
27.63,Sydney,Mobile,8,0
1369.1,Tokyo,Unknown,19,1
36.6,Dubai,Unknown,16,0
12.81,New York,Desktop,20,0
11.73,Dubai,Mobile,23,0
26.37,Paris,Unknown,9,0
143.09,Sydney,Unknown,0,0
20.51,Toronto,Tablet,7,0
18.65,Toronto,Unknown,13,0
128.65,Paris,Desktop,22,0
19.3,Mumbai,Unknown,2,0
242.01,Toronto,Unknown,11,0
38.51,Dubai,Tablet,21,0
151.21,Mumbai,Unknown,10,0
5.44,Sydney,Tablet,6,0
188.39,London,Tablet,11,0
74.06,Mumbai,Desktop,22,0
18.16,Sydney,Tablet,13,0
43.43,Mumbai,Tablet,16,0
36.03,Dubai,Unknown,5,0
56.29,Tokyo,Mobile,20,0
5.14,Mumbai,Desktop,14,0
21.79,Mumbai,Desktop,14,0
21.49,Toronto,Desktop,20,0
55.81,Paris,Tablet,16,0
268.89,Tokyo,Mobile,12,0
67.74,Paris,Mobile,18,0
15.49,Toronto,Mobile,4,0
221.54,Mumbai,Tablet,14,0
68.51,Paris,Desktop,16,1
262.19,London,Desktop,21,1
141.98,London,Unknown,23,0
87.22,Tokyo,Unknown,10,1
38.56,Tokyo,Mobile,12,0
44.86,Dubai,Tablet,16,0
104.81,New York,Tablet,20,0
181.04,New York,Tablet,3,1
14.12,Toronto,Tablet,8,0
24.92,Tokyo,Tablet,12,0
18.37,New York,Unknown,20,0
3.23,Dubai,Unknown,20,0
10.08,Mumbai,Mobile,1,0
681.87,Sydney,Unknown,22,1
90.46,Mumbai,Mobile,3,0
35.29,London,Desktop,7,0
46.84,Sydney,Tablet,5,0
147.63,Toronto,Unknown,5,0
64.92,Mumbai,Mobile,8,1
102.79,New York,Tablet,7,0
79.92,Paris,Unknown,13,1
59.38,London,Mobile,7,0
39.67,Tokyo,Desktop,7,0
45.73,Dubai,Tablet,0,0
38.88,London,Unknown,12,0
13.0,New York,Tablet,15,0
24.5,Sydney,Tablet,6,0
4.85,Toronto,Unknown,23,0
21.93,Tokyo,Mobile,13,0
12.56,Tokyo,Tablet,9,0
14.63,Tokyo,Tablet,15,0
34.2,London,Unknown,12,0
60.22,Toronto,Unknown,15,1
6.23,Toronto,Tablet,12,0
14.58,Mumbai,Tablet,11,0
16.07,Toronto,Desktop,11,0
88.07,Tokyo,Desktop,6,0
49.4,Sydney,Desktop,14,0
75.59,Dubai,Tablet,2,0
144.12,Paris,Desktop,6,0
67.41,Sydney,Tablet,16,0
83.34,Paris,Unknown,6,0
11.82,Tokyo,Mobile,9,0
294.75,Mumbai,Desktop,1,0
5.07,London,Unknown,13,0
5.3,Toronto,Tablet,14,0
930.92,Toronto,Tablet,12,0
142.58,New York,Tablet,1,0
49.75,Dubai,Mobile,14,0
45.85,Tokyo,Mobile,21,0
14.97,Dubai,Mobile,16,0
24.0,Paris,Mobile,20,0
17.61,New York,Mobile,10,0
36.22,Mumbai,Unknown,8,0
9.8,Mumbai,Mobile,21,0
56.2,New York,Mobile,7,0
28.75,London,Tablet,15,0
14.28,Dubai,Tablet,19,0
373.17,Tokyo,Unknown,4,1
19.54,Dubai,Desktop,7,0
35.97,Toronto,Tablet,6,0
16.54,Tokyo,Unknown,1,0
57.8,Mumbai,Desktop,12,0
56.43,Sydney,Unknown,23,0
42.16,Toronto,Tablet,11,0
37.13,New York,Mobile,4,0
19.92,Paris,Desktop,19,0
621.98,Sydney,Mobile,8,1
36.23,Paris,Desktop,5,0
4.12,New York,Mobile,10,0
385.71,Tokyo,Unknown,8,1
453.19,Mumbai,Tablet,4,1
4.15,Paris,Unknown,14,0
62.55,Mumbai,Unknown,3,0
32.04,London,Desktop,5,0
14.59,London,Desktop,22,0
1264.93,Mumbai,Desktop,4,1
1039.62,New York,Desktop,20,1
14.42,Mumbai,Tablet,12,0
19.78,Dubai,Unknown,23,0
10.29,New York,Unknown,3,0
35.02,London,Desktop,17,0
18.86,Dubai,Desktop,23,0
36.92,Toronto,Tablet,7,0
32.42,Dubai,Unknown,16,0
42.34,Sydney,Tablet,0,0
69.33,Dubai,Desktop,5,0
77.93,Dubai,Mobile,21,0
16.49,Tokyo,Desktop,2,0
47.72,Paris,Tablet,7,0
96.93,Dubai,Tablet,13,0
15.03,Sydney,Mobile,0,0
29.37,Mumbai,Tablet,16,0
10.86,Paris,Desktop,7,0
169.65,Paris,Desktop,1,0
32.29,New York,Unknown,8,0
52.3,London,Tablet,19,0
7.28,Toronto,Mobile,13,0
59.13,Toronto,Unknown,21,0
226.86,Tokyo,Unknown,4,0
3.29,Dubai,Desktop,16,0
15.97,Toronto,Tablet,21,0
79.59,London,Desktop,15,0
92.82,Dubai,Mobile,17,0
87.6,Toronto,Desktop,19,0
54.4,London,Mobile,0,0
100.33,Tokyo,Mobile,9,0
15.6,Mumbai,Desktop,13,0
335.35,Sydney,Tablet,16,1
154.72,New York,Tablet,19,0
4.31,Tokyo,Tablet,23,0
26.08,Paris,Tablet,11,0
41.62,Toronto,Unknown,9,0
24.43,Dubai,Mobile,11,0
36.53,New York,Desktop,1,0
59.47,New York,Unknown,11,0
15.84,Paris,Desktop,4,0
36.42,Mumbai,Mobile,1,0
10.76,Dubai,Unknown,8,0
58.08,Toronto,Unknown,16,1
484.76,New York,Unknown,21,1
74.49,Mumbai,Desktop,10,0
112.9,Dubai,Unknown,23,0
311.09,Sydney,Unknown,5,1
64.42,Toronto,Desktop,11,0
6.36,Mumbai,Unknown,22,0
107.01,Toronto,Mobile,3,1
1643.29,New York,Unknown,13,1
18.28,New York,Tablet,0,0
241.88,London,Unknown,20,0
14.03,Toronto,Tablet,21,0
43.08,London,Desktop,2,0
302.15,Mumbai,Unknown,21,1
15.11,Mumbai,Tablet,0,0
31.8,Tokyo,Desktop,12,0
9.41,New York,Tablet,23,0
10.07,Dubai,Tablet,2,0
6.68,Mumbai,Unknown,20,0
17.01,Tokyo,Mobile,7,0
945.98,London,Tablet,4,1
35.49,London,Mobile,18,0
56.87,Mumbai,Unknown,16,0
41.34,Dubai,Desktop,22,0
11.71,Tokyo,Mobile,4,0
462.14,Sydney,Tablet,15,1
23.59,London,Desktop,17,0
11.82,Paris,Unknown,20,0
23.12,New York,Mobile,19,0
50.28,New York,Tablet,23,0
42.78,London,Tablet,8,0
153.09,Dubai,Desktop,10,0
213.27,Sydney,Mobile,1,0
16.79,Paris,Mobile,20,0
44.38,Tokyo,Tablet,0,0
9.8,Toronto,Unknown,22,0
16.5,London,Desktop,12,0
310.41,Tokyo,Unknown,9,0
481.06,New York,Desktop,21,0
539.87,Dubai,Tablet,23,1
12.21,London,Mobile,2,0
107.73,Sydney,Mobile,1,0
145.63,Mumbai,Desktop,6,0
2.21,Dubai,Mobile,15,0
37.01,Sydney,Desktop,23,0
347.66,London,Tablet,4,1
6.8,Mumbai,Mobile,1,0
17.47,Tokyo,Desktop,7,0
19.44,Paris,Unknown,12,0
21.81,Mumbai,Tablet,1,0
89.91,Toronto,Unknown,21,0
85.07,London,Tablet,21,0
21.59,New York,Unknown,4,0
264.11,Dubai,Unknown,0,1
15.38,Sydney,Unknown,12,0
20.26,Dubai,Unknown,1,0
6.64,Mumbai,Tablet,19,0
80.66,New York,Unknown,22,0
20.98,London,Mobile,23,0
1713.69,Toronto,Unknown,21,1
10.44,Paris,Desktop,17,0
340.36,New York,Unknown,20,1
70.48,Sydney,Desktop,1,0
26.63,Mumbai,Desktop,8,0
1600.25,Mumbai,Unknown,4,1
1994.5,Mumbai,Mobile,15,0
28.48,London,Unknown,19,0
12.19,Dubai,Tablet,15,0
20.51,Toronto,Unknown,18,0
27.39,Sydney,Desktop,3,0
785.65,Dubai,Desktop,4,1
5.74,New York,Unknown,3,0
50.85,Sydney,Tablet,10,0
23.19,New York,Mobile,2,0
36.22,Sydney,Mobile,23,0
39.14,Tokyo,Desktop,19,0
44.92,Dubai,Desktop,14,0
29.8,New York,Tablet,13,0
153.32,Paris,Unknown,16,0
16.16,Mumbai,Mobile,17,0
63.56,Dubai,Tablet,18,1
51.75,London,Unknown,4,0
46.62,London,Desktop,6,0
302.36,Paris,Unknown,3,0
24.87,Mumbai,Unknown,7,0
313.47,New York,Unknown,12,0
33.76,Paris,Desktop,4,0
57.14,Toronto,Tablet,9,0
55.71,Paris,Unknown,8,0
16.91,Tokyo,Desktop,15,0
29.83,New York,Tablet,7,0
60.44,Toronto,Unknown,20,0
37.83,Mumbai,Mobile,21,0
72.64,New York,Desktop,4,1
15.84,Dubai,Unknown,18,0
34.85,London,Tablet,17,0
5.81,Dubai,Mobile,7,0
19.23,Paris,Tablet,1,0
505.98,Mumbai,Tablet,12,1
28.81,Paris,Unknown,12,0
71.94,Tokyo,Mobile,21,0
72.73,Sydney,Unknown,10,0
46.78,Dubai,Unknown,3,0
22.5,Paris,Mobile,8,0
20.08,Sydney,Tablet,19,0
25.45,Paris,Desktop,14,0
224.5,Mumbai,Unknown,21,0
13.02,Mumbai,Tablet,12,0
6.24,Toronto,Desktop,5,0
264.93,Mumbai,Desktop,14,0
38.97,New York,Unknown,22,0
41.86,Paris,Unknown,10,0
24.71,Tokyo,Mobile,12,0
24.84,Dubai,Unknown,6,0
128.21,Tokyo,Mobile,0,0
18.22,Toronto,Mobile,8,0
59.33,Dubai,Mobile,20,0
39.01,London,Tablet,12,0
99.46,New York,Mobile,7,0
167.27,London,Mobile,12,0
50.96,Mumbai,Desktop,11,0
10.55,Dubai,Desktop,15,0
5.48,Tokyo,Mobile,3,0
55.62,Tokyo,Tablet,15,0
77.78,Paris,Desktop,3,1
195.34,Paris,Mobile,17,0
88.77,Sydney,Desktop,8,0
29.71,Dubai,Mobile,9,0
26.5,Tokyo,Desktop,4,0
195.75,Sydney,Mobile,8,0
59.32,Dubai,Tablet,0,0
90.41,Dubai,Tablet,18,0
24.24,Paris,Unknown,23,0
95.19,New York,Tablet,2,0
46.22,Sydney,Mobile,23,0
48.2,Toronto,Unknown,22,0
35.91,Paris,Unknown,1,0
4.9,Sydney,Desktop,11,0
39.33,Mumbai,Tablet,19,0
18.96,London,Tablet,5,0
12.88,Tokyo,Unknown,11,0
18.97,Paris,Unknown,8,0
202.95,London,Mobile,16,0
36.28,Sydney,Unknown,10,0
176.15,Toronto,Unknown,9,0
12.35,Sydney,Mobile,13,0
47.22,New York,Desktop,19,0
14.52,Mumbai,Mobile,11,0
62.4,Toronto,Unknown,3,0
6.36,Tokyo,Unknown,1,0
9.41,New York,Mobile,17,0
84.95,New York,Desktop,14,0
60.38,Toronto,Desktop,17,0
10.51,Paris,Desktop,17,0
29.55,Paris,Mobile,1,0
10.32,London,Tablet,16,0
59.24,London,Desktop,7,0
51.63,Dubai,Tablet,4,1
82.95,Sydney,Mobile,1,0
51.89,New York,Tablet,13,0
52.66,London,Tablet,6,0
29.64,Paris,Desktop,23,0
382.83,Mumbai,Mobile,2,1
11.6,Sydney,Desktop,10,0
1013.94,Tokyo,Mobile,2,1
23.91,Tokyo,Unknown,14,0
100.09,New York,Unknown,17,0
13.11,London,Tablet,18,0
70.16,Paris,Unknown,7,1
9.28,Dubai,Unknown,23,0
96.4,New York,Unknown,4,0
137.23,New York,Tablet,20,0
79.05,Mumbai,Mobile,2,0
31.26,Sydney,Tablet,23,0
2.3,Paris,Mobile,18,0
76.02,Mumbai,Unknown,6,0
11.15,Paris,Unknown,23,0
160.81,London,Tablet,16,0
239.34,New York,Mobile,4,0
12.03,Sydney,Desktop,23,0
5.03,Tokyo,Mobile,10,0
32.6,Tokyo,Unknown,15,0
30.28,Toronto,Tablet,12,0
25.27,Tokyo,Unknown,15,0
33.83,Dubai,Mobile,0,0
2.83,New York,Desktop,11,0
46.03,London,Mobile,2,0
21.84,Sydney,Tablet,9,0
18.6,Mumbai,Desktop,16,0
8.23,Dubai,Tablet,3,0
20.97,Paris,Desktop,9,0
23.37,Paris,Tablet,14,0
153.16,New York,Unknown,23,1
279.24,London,Desktop,1,0
63.55,Tokyo,Tablet,18,0
6.74,New York,Desktop,21,0
43.8,Paris,Unknown,22,0
3.06,London,Desktop,16,0
93.04,Mumbai,Mobile,20,0
39.45,Toronto,Unknown,5,0
613.54,New York,Desktop,19,0
57.11,Paris,Tablet,9,0
4.33,Dubai,Tablet,13,0
57.49,Paris,Mobile,13,0
52.01,Mumbai,Tablet,21,0
1.14,London,Unknown,13,0
16.48,London,Desktop,9,0
136.92,Mumbai,Tablet,19,0
91.03,Tokyo,Unknown,18,1
15.28,New York,Desktop,20,0
231.68,London,Unknown,12,1
17.82,Mumbai,Desktop,19,0
1083.57,Paris,Unknown,16,1
28.98,London,Unknown,16,0
85.09,Mumbai,Tablet,16,0
611.59,Paris,Desktop,1,1
50.5,New York,Tablet,16,0
95.76,Sydney,Unknown,6,0
1.72,Dubai,Mobile,22,0
30.67,Dubai,Mobile,0,0
31.59,Toronto,Unknown,19,0
16.9,London,Unknown,10,0
19.62,London,Mobile,0,0
31.87,London,Mobile,9,0
12.81,Mumbai,Tablet,5,0
162.09,Toronto,Unknown,16,0
48.98,London,Tablet,5,0
1210.25,London,Unknown,14,1
89.25,Mumbai,Tablet,9,0
11.0,Sydney,Unknown,8,0
12.5,Tokyo,Tablet,12,0
2.99,Toronto,Tablet,11,0
721.57,London,Mobile,15,1
17.37,Dubai,Unknown,5,0
78.01,Tokyo,Desktop,18,0
15.7,Tokyo,Mobile,15,0
23.7,Toronto,Tablet,5,0
246.28,Sydney,Desktop,3,1
23.19,Toronto,Desktop,22,0
6.93,Mumbai,Mobile,0,0
18.49,Tokyo,Desktop,15,0
12.98,Dubai,Unknown,8,0
92.32,London,Tablet,8,0
9.87,Tokyo,Unknown,10,0
451.87,New York,Unknown,23,0
44.75,Sydney,Unknown,9,0
63.94,London,Tablet,9,0
10.54,Paris,Tablet,20,0
43.45,Mumbai,Unknown,16,0
14.27,Toronto,Tablet,15,0
31.52,Paris,Tablet,0,0
6.32,Paris,Tablet,4,0
125.02,London,Desktop,3,0
26.05,Toronto,Unknown,10,0
8.58,New York,Desktop,9,0
67.54,Mumbai,Unknown,11,0
162.17,New York,Unknown,18,1
16.01,London,Mobile,16,0
20.26,Toronto,Unknown,13,0
59.11,New York,Tablet,4,0
57.58,Sydney,Tablet,2,1
16.18,Toronto,Unknown,18,0
213.33,Mumbai,Unknown,4,1
134.64,Sydney,Tablet,1,0
42.33,Sydney,Unknown,20,0
9.9,Paris,Mobile,2,0
12.01,Dubai,Desktop,23,0
835.34,Toronto,Unknown,1,1
10.03,Sydney,Tablet,16,0
42.23,Toronto,Unknown,23,0
19.5,Toronto,Mobile,7,0
6.6,Mumbai,Unknown,2,0
169.88,London,Desktop,14,0
44.19,London,Unknown,19,0
16.23,Toronto,Mobile,7,0
24.29,Dubai,Tablet,22,0
66.7,Tokyo,Tablet,1,0
9.23,Mumbai,Desktop,18,0
8.56,Sydney,Tablet,23,0
5.04,Tokyo,Tablet,7,0
532.31,New York,Desktop,7,1
59.34,New York,Unknown,20,0
24.3,Dubai,Tablet,7,0
40.26,Paris,Tablet,8,0
249.27,Mumbai,Tablet,10,0
134.66,Sydney,Desktop,2,0
29.86,Toronto,Unknown,1,0
5.95,Paris,Unknown,6,0
5.69,Paris,Desktop,2,0
15.74,London,Tablet,13,0
229.21,Tokyo,Tablet,1,0
25.0,Mumbai,Unknown,15,0
840.08,Toronto,Unknown,14,1
153.55,Tokyo,Unknown,16,1
7.93,Sydney,Desktop,11,0
256.83,London,Desktop,21,0
9.34,Dubai,Mobile,10,0
42.99,Dubai,Tablet,23,0
26.81,London,Desktop,20,0
14.66,London,Mobile,22,0
56.44,Sydney,Desktop,4,1
9.65,London,Unknown,20,0
264.17,Mumbai,Desktop,9,0
120.9,Dubai,Unknown,0,0
159.41,New York,Desktop,13,0
10.15,Sydney,Desktop,11,0
194.86,Sydney,Desktop,8,0
244.77,Tokyo,Mobile,1,0
35.12,London,Tablet,14,0
19.87,Dubai,Tablet,14,0
40.31,Tokyo,Tablet,12,0
11.15,Toronto,Mobile,22,0
12.08,New York,Unknown,15,0
26.22,Paris,Mobile,0,0
50.48,Dubai,Tablet,1,0
21.19,Toronto,Unknown,6,0
16.33,Mumbai,Desktop,6,0
59.25,Tokyo,Desktop,6,0
31.69,London,Mobile,16,0
69.05,Mumbai,Desktop,5,0
46.6,Toronto,Tablet,8,0
28.64,Dubai,Unknown,18,0
7.3,Mumbai,Mobile,17,0
30.84,Sydney,Desktop,18,0
20.42,Tokyo,Tablet,19,0
18.27,Tokyo,Unknown,13,0
39.95,Mumbai,Tablet,23,0
102.97,Tokyo,Tablet,17,1
54.82,London,Mobile,8,0
17.5,New York,Desktop,18,0
77.86,Dubai,Tablet,1,0
45.82,London,Desktop,1,0
30.69,Dubai,Tablet,10,0
302.99,Dubai,Tablet,4,1
47.01,Sydney,Mobile,14,0
51.82,Sydney,Desktop,9,0
114.25,Mumbai,Desktop,3,0
825.52,Sydney,Desktop,23,1
14.05,Tokyo,Tablet,16,0
121.86,Sydney,Unknown,12,0
14.77,London,Tablet,4,0
14.37,Sydney,Unknown,13,0
52.45,Toronto,Desktop,21,0
49.45,Sydney,Desktop,5,0
465.79,Tokyo,Unknown,3,1
14.78,Dubai,Desktop,16,0
17.83,Dubai,Unknown,4,0
18.16,London,Desktop,23,0
163.23,Mumbai,Tablet,15,0
78.82,Tokyo,Unknown,12,0
15.28,London,Mobile,0,0
61.21,London,Unknown,10,0
189.03,Dubai,Unknown,5,0
10.06,Toronto,Desktop,19,0
74.93,New York,Desktop,7,0
216.5,Sydney,Unknown,4,1
3.31,Mumbai,Desktop,20,0
24.42,New York,Unknown,7,0
3.63,Sydney,Unknown,11,0
42.74,Paris,Unknown,19,0
277.13,Paris,Mobile,9,0
74.01,Tokyo,Tablet,13,0
34.94,Tokyo,Mobile,0,0
18.71,Toronto,Mobile,18,0
126.37,Sydney,Unknown,22,1
33.61,Mumbai,Desktop,11,0
58.43,Mumbai,Tablet,7,0
14.19,Toronto,Desktop,21,0
41.89,Dubai,Mobile,21,0
73.99,Sydney,Unknown,17,0
803.43,New York,Unknown,14,1
98.5,Dubai,Desktop,2,0
22.16,London,Mobile,12,0
1415.98,Dubai,Tablet,4,1
17.58,Tokyo,Unknown,14,0
40.78,Tokyo,Mobile,21,0
92.07,Sydney,Mobile,21,0
72.53,Tokyo,Unknown,14,0
24.65,New York,Unknown,20,0
20.06,Toronto,Desktop,1,0
16.29,Toronto,Tablet,7,0
34.96,Dubai,Tablet,23,0
43.62,London,Unknown,9,0
29.72,Dubai,Desktop,18,0
1000.58,Toronto,Unknown,16,1
70.5,Paris,Mobile,6,0
48.32,Mumbai,Tablet,7,0
7.45,Tokyo,Mobile,14,0
46.23,Toronto,Tablet,4,0
10.02,Dubai,Desktop,2,0
9.84,Sydney,Mobile,20,0
42.16,Paris,Mobile,19,0
976.43,London,Unknown,1,1
32.73,London,Desktop,21,0
23.88,Mumbai,Mobile,7,0
296.79,Tokyo,Mobile,20,0
60.41,Tokyo,Unknown,6,0
28.99,Dubai,Mobile,20,0
66.61,Sydney,Desktop,18,0
19.74,Toronto,Desktop,22,0
87.28,Dubai,Mobile,1,0
18.48,Paris,Tablet,4,0
5.7,Sydney,Desktop,6,0
3.35,Dubai,Unknown,9,0
1.75,Dubai,Mobile,15,0
5.19,Paris,Desktop,19,0
22.18,Sydney,Unknown,15,0
76.82,Mumbai,Tablet,11,0
1664.21,Dubai,Unknown,11,1
92.07,Dubai,Desktop,23,0
190.39,Mumbai,Tablet,22,0
23.67,Paris,Mobile,11,0
6.28,Dubai,Mobile,18,0
13.57,Sydney,Unknown,2,0
40.29,Mumbai,Unknown,5,0
69.62,London,Unknown,14,0
7.88,Toronto,Unknown,16,0
19.77,Toronto,Desktop,23,0
286.86,London,Mobile,0,0
8.83,Dubai,Mobile,11,0
4.88,Paris,Tablet,14,0
10.79,London,Desktop,21,0
6.91,Toronto,Tablet,21,0
69.23,Tokyo,Desktop,12,0
21.89,New York,Mobile,15,0
9.29,New York,Unknown,12,0
14.87,London,Tablet,1,0
28.38,Paris,Unknown,22,0
75.49,Toronto,Desktop,4,0
60.87,Sydney,Desktop,19,1
110.53,London,Desktop,0,0
13.13,Dubai,Mobile,20,0
145.42,New York,Tablet,9,0
12.36,Mumbai,Unknown,19,0
16.31,London,Unknown,13,0
84.31,Mumbai,Desktop,6,0
139.55,Dubai,Mobile,16,0
31.86,Sydney,Mobile,2,0
60.07,Paris,Unknown,6,0
9.96,Paris,Desktop,11,0
28.37,Paris,Unknown,16,0
15.19,New York,Mobile,1,0
17.69,Paris,Mobile,3,0
242.03,Sydney,Unknown,22,0
113.64,Dubai,Tablet,12,0
80.26,Paris,Desktop,16,0
11.52,Mumbai,Desktop,6,0
43.38,New York,Unknown,10,0
44.99,Sydney,Tablet,3,0
180.37,New York,Tablet,23,1
41.8,Tokyo,Mobile,17,0
21.09,London,Tablet,6,0
22.2,Mumbai,Mobile,9,0
8.84,Toronto,Tablet,3,0
51.75,London,Mobile,12,0
44.36,New York,Desktop,17,0
54.27,Tokyo,Tablet,11,1
30.24,Sydney,Tablet,9,0
29.6,Mumbai,Tablet,4,0
9.56,Tokyo,Tablet,18,0
4.81,Sydney,Mobile,19,0
154.02,Sydney,Mobile,12,0
45.4,Tokyo,Tablet,20,0
19.53,Paris,Mobile,14,0
67.14,Dubai,Mobile,0,0
24.13,Toronto,Desktop,19,0
28.91,London,Tablet,8,0
36.33,Sydney,Tablet,12,0
262.54,Tokyo,Desktop,16,0
7.88,Tokyo,Unknown,12,0
14.63,Paris,Tablet,9,0
35.86,Paris,Tablet,23,0
534.17,Toronto,Mobile,12,1
8.75,Tokyo,Unknown,0,0
18.65,Toronto,Mobile,4,0
60.69,Sydney,Desktop,12,0
37.12,New York,Unknown,13,0
6.41,Toronto,Desktop,17,0
74.98,London,Tablet,15,0
47.87,Toronto,Desktop,12,0
56.83,Sydney,Desktop,10,0
19.19,Paris,Mobile,9,0
39.4,Mumbai,Tablet,14,0
28.42,Toronto,Desktop,0,0
130.19,Toronto,Unknown,3,1
826.24,London,Unknown,0,1
76.44,London,Tablet,7,0
28.7,Paris,Tablet,7,0
8.07,Mumbai,Tablet,5,0
42.24,Dubai,Desktop,22,0
242.83,Sydney,Desktop,12,1
8.55,Dubai,Unknown,20,0
148.88,London,Tablet,1,0
10.13,Tokyo,Tablet,23,0
28.74,Dubai,Tablet,20,0
36.09,Paris,Unknown,23,0
150.55,Tokyo,Mobile,21,0
87.48,London,Desktop,0,0
24.25,Tokyo,Desktop,9,0
99.37,Mumbai,Desktop,12,1
36.34,Dubai,Mobile,5,0
25.09,Paris,Unknown,11,0
26.12,Tokyo,Tablet,9,0
10.21,Mumbai,Mobile,13,0
16.08,London,Desktop,15,0
70.77,Dubai,Desktop,17,0
45.69,Dubai,Unknown,7,0
18.7,Sydney,Unknown,15,0
31.23,London,Tablet,12,0
28.46,Paris,Tablet,7,0
152.92,New York,Unknown,16,1
370.55,Paris,Mobile,16,0
112.59,Mumbai,Tablet,23,0
8.24,Paris,Tablet,9,0
158.25,Dubai,Unknown,2,1
5.41,Toronto,Tablet,21,0
31.66,Tokyo,Desktop,2,0
13.79,Paris,Unknown,15,0
6.89,Mumbai,Tablet,8,0
49.15,Mumbai,Tablet,22,0
4.28,Toronto,Unknown,0,0
17.33,Paris,Tablet,7,0
4.68,Sydney,Mobile,18,0
133.51,Sydney,Mobile,21,0
24.85,London,Desktop,19,0
27.44,Tokyo,Mobile,18,0
20.59,Tokyo,Tablet,18,0
69.54,Toronto,Unknown,20,0
9.47,New York,Tablet,15,0
231.37,Toronto,Desktop,11,0
86.8,Sydney,Tablet,11,0
50.74,Paris,Mobile,10,0
94.71,Mumbai,Tablet,12,0
16.93,Tokyo,Unknown,18,0
734.89,New York,Unknown,21,1
137.51,Toronto,Tablet,10,0
36.86,New York,Mobile,21,0
81.47,Paris,Unknown,21,1
1531.75,Toronto,Unknown,18,1
13.28,Sydney,Mobile,1,0
695.81,New York,Unknown,16,1
161.13,Dubai,Mobile,19,0
52.8,Sydney,Mobile,10,0
9.04,Dubai,Desktop,19,0
84.73,Sydney,Tablet,11,0
21.04,Paris,Desktop,5,0
28.51,New York,Unknown,22,0
1574.39,London,Unknown,4,1
6.63,Toronto,Mobile,14,0
118.43,London,Mobile,12,0
59.97,Dubai,Unknown,6,0
24.46,London,Tablet,6,0
112.14,Paris,Unknown,12,1
52.17,Dubai,Mobile,5,0
151.05,New York,Unknown,6,0
15.34,Sydney,Desktop,6,0
21.22,Toronto,Unknown,1,0
67.64,Dubai,Desktop,0,0
63.46,Tokyo,Mobile,23,0
9.41,Sydney,Tablet,7,0
62.13,London,Desktop,22,0
50.67,Mumbai,Mobile,15,0
70.65,Paris,Tablet,5,0
9.83,Paris,Tablet,12,0
39.01,Sydney,Desktop,20,0
9.93,London,Tablet,7,0
22.64,Dubai,Unknown,14,0
79.52,Dubai,Desktop,11,0
37.34,Tokyo,Tablet,20,0
23.11,Toronto,Unknown,19,0
12.76,Dubai,Tablet,17,0
66.27,Sydney,Desktop,19,0
108.3,Sydney,Desktop,23,0
13.72,Sydney,Tablet,5,0
191.9,Dubai,Mobile,20,0
477.94,New York,Tablet,4,1
72.43,Toronto,Desktop,14,0
29.4,Tokyo,Mobile,12,0
891.78,Paris,Unknown,4,1
29.68,Dubai,Mobile,1,0
3.6,New York,Unknown,4,0
104.32,London,Unknown,19,0
13.67,Tokyo,Desktop,6,0
